name,age,gender,year,course,sleeping_time,wake_time,study_hours_per_day,diet,cleanliness,noise_tolerance,guest_freq,introvert_extrovert,study_time,friends_in_room
Tavish Sareen,19,Male,2nd year,Mechanical Engineering,11:00 PM,6:30 AM,4,no_pref,2,1,sometimes,3,afternoon,No
Rakesh Gite,21,Female,4th year,Psychology,1:30 AM,9:00 AM,3,veg,4,3,sometimes,3,night,No
Anshuman Ansari,19,Female,2nd year,Business Administration,11:30 PM,7:30 AM,3,veg,2,4,sometimes,4,afternoon,Yes
Prajal Chaudhary,21,Female,4th year,Chemistry,12:00 AM,7:30 AM,3,no_pref,4,4,sometimes,5,afternoon,Yes
Aastha Wanve,18,Female,1st year,Biology,2:30 AM,9:30 AM,5,veg,3,4,often,4,night,Yes
Grover Hanul,20,Male,3rd year,Chemistry,2:30 AM,10:00 AM,4,eggetarian,3,4,often,5,night,Yes
Shyam Pant,18,Female,1st year,Psychology,10:00 PM,8:00 AM,5,veg,4,4,often,3,morning,No
Ashal Agrahari,21,Female,4th year,Business Administration,11:30 PM,7:30 AM,4,nonveg,2,3,never,2,afternoon,No
Vartika Mani,20,Female,2nd year,Electrical Engineering,11:00 PM,6:00 AM,4,nonveg,2,3,often,3,morning,Yes
Yusuf Chakrabortty,20,Male,3rd year,Chemistry,1:30 AM,8:30 AM,1,veg,3,4,often,5,night,Yes
Prince Gujrati,19,Female,2nd year,Chemistry,1:30 AM,8:30 AM,3,no_pref,3,3,sometimes,3,night,Yes
Mudit Negi,18,Female,1st year,English Literature,10:30 PM,6:00 AM,4,nonveg,3,4,sometimes,3,morning,Yes
Satwik Ganapathy,20,Non-binary,2nd year,Biology,11:30 PM,6:30 AM,1,nonveg,4,3,sometimes,3,afternoon,Yes
Sandhya Govil,21,Female,4th year,Electrical Engineering,1:30 AM,8:30 AM,5,nonveg,3,2,never,1,night,No
Renu Trivedi,21,Male,4th year,Electrical Engineering,1:00 AM,9:00 AM,4,veg,4,3,sometimes,3,night,Yes
Nemi Akolkar,19,Male,2nd year,Electrical Engineering,1:00 AM,9:00 AM,6,veg,3,2,never,1,night,Yes
Aakanksha Sarawagi,19,Female,2nd year,Biology,10:30 PM,6:00 AM,4,nonveg,4,3,sometimes,1,morning,Yes
Harsh Quadiri,20,Male,3rd year,Psychology,12:30 AM,8:00 AM,4,nonveg,4,2,never,1,night,No
Anadi Yadav,19,Male,2nd year,Mechanical Engineering,11:00 PM,7:00 AM,8,nonveg,4,3,never,2,morning,No
Abhyuday Suchi,18,Male,1st year,Chemistry,1:30 AM,9:00 AM,1,nonveg,4,3,sometimes,3,night,Yes
Ronit Kalra,21,Male,4th year,Mathematics,11:30 PM,7:30 AM,4,veg,4,2,sometimes,3,afternoon,Yes
Arvind Zehra,21,Female,3rd year,Psychology,12:30 AM,8:30 AM,5,veg,3,3,sometimes,2,night,Yes
Aditya Barman,20,Male,3rd year,Electrical Engineering,2:00 AM,10:30 AM,8,veg,4,1,sometimes,2,night,No
Vishwanath Mehra,19,Male,1st year,Business Administration,3:00 AM,11:00 AM,2,veg,3,3,sometimes,3,night,Yes
Hajira Jha,21,Female,4th year,English Literature,2:00 AM,9:00 AM,3,nonveg,3,3,often,5,night,Yes
Reghu Tewari,20,Male,2nd year,Mathematics,2:30 AM,10:00 AM,5,nonveg,4,1,sometimes,2,night,No
Monti Ashraf,19,Male,2nd year,English Literature,10:00 PM,6:30 AM,8,nonveg,4,1,sometimes,2,morning,No
Parul Kasniya,21,Female,4th year,English Literature,11:30 PM,8:30 AM,3,nonveg,3,4,often,4,afternoon,Yes
Sangeeta Chirag,18,Male,1st year,Computer Science,10:30 PM,6:30 AM,3,nonveg,3,2,sometimes,3,afternoon,Yes
Kritika Khobragade,18,Female,1st year,Electrical Engineering,10:00 PM,5:30 AM,2,nonveg,4,3,sometimes,3,morning,Yes
Shagufta Sinha,19,Female,2nd year,English Literature,12:30 AM,8:30 AM,5,nonveg,2,3,often,3,night,Yes
Shalini Hanif,21,Female,4th year,Computer Science,10:30 PM,5:30 AM,6,nonveg,4,3,never,2,morning,No
Nalin Bhalla,18,Male,1st year,Biology,10:30 PM,4:30 AM,5,nonveg,2,3,never,2,morning,No
Santosh Kulsum,21,Female,4th year,Electrical Engineering,1:00 AM,9:30 AM,4,nonveg,3,2,often,3,night,Yes
Suraj Hosur,21,Female,4th year,Electrical Engineering,10:30 PM,6:30 AM,9,nonveg,4,2,sometimes,2,morning,No
Anjali Uppal,18,Male,2nd year,Mechanical Engineering,11:00 PM,6:30 AM,3,veg,3,5,never,5,afternoon,No
Swarag Shahi,18,Male,2nd year,Business Administration,3:30 AM,12:30 PM,4,nonveg,4,4,sometimes,3,night,No
Apoorva Talwar,19,Male,2nd year,Business Administration,11:30 PM,7:30 AM,5,nonveg,3,4,sometimes,3,afternoon,Yes
Akansha Sura,20,Male,3rd year,Chemistry,11:00 PM,7:00 AM,4,nonveg,2,3,sometimes,3,afternoon,No
Garv Anam,21,Female,3rd year,English Literature,11:00 PM,7:00 AM,6,nonveg,4,1,never,1,night,No
Shashwat Bhorkhade,20,Male,3rd year,Chemistry,12:00 AM,7:00 AM,2,nonveg,2,4,sometimes,5,afternoon,Yes
Prashasti Shekhar,21,Female,4th year,Mathematics,10:30 PM,6:00 AM,3,veg,2,3,sometimes,3,morning,Yes
Sourav Ahuja,17,Male,1st year,Electrical Engineering,12:00 AM,6:30 AM,5,nonveg,3,4,sometimes,4,afternoon,Yes
Yashika Malik,19,Female,2nd year,Psychology,1:30 AM,10:00 AM,5,veg,4,2,never,2,night,No
Niranjan Siraj,18,Female,1st year,Biology,10:30 PM,5:30 AM,4,nonveg,3,4,never,1,morning,No
Amita Kashyap,20,Female,2nd year,English Literature,10:30 PM,6:30 AM,3,no_pref,3,2,sometimes,2,morning,No
Vikas Palisetti,20,Female,3rd year,Biology,12:00 AM,7:30 AM,4,veg,2,4,sometimes,3,afternoon,No
Shubhanshu Sharma,18,Male,1st year,Electrical Engineering,3:00 AM,9:30 AM,2,eggetarian,3,2,sometimes,3,night,No
Saran Mahawar,23,Female,4th year,Psychology,1:00 AM,8:00 AM,3,veg,3,2,sometimes,3,night,Yes
Raghav Mohandas,20,Male,3rd year,Electrical Engineering,12:00 AM,8:00 AM,2,eggetarian,4,4,often,4,night,Yes
Akansha Bhalla,19,Male,1st year,Business Administration,11:30 PM,6:30 AM,2,nonveg,4,3,sometimes,4,afternoon,Yes
Madhav Madala,19,Non-binary,2nd year,Computer Science,11:30 PM,7:30 AM,4,nonveg,4,4,never,4,morning,No
Pritha Keshwani,19,Female,2nd year,Mathematics,11:00 PM,5:00 AM,6,nonveg,2,3,never,2,night,No
Jenamani Dudeja,21,Female,4th year,English Literature,3:00 AM,10:00 AM,1,nonveg,3,4,sometimes,4,night,Yes
Vijaypal Bais,19,Non-binary,2nd year,Electrical Engineering,1:00 AM,9:30 AM,3,veg,4,3,often,4,night,Yes
Madhusri Jha,22,Female,4th year,Mathematics,11:00 PM,6:30 AM,5,veg,2,3,sometimes,1,morning,No
Amit Saluja,19,Female,2nd year,Business Administration,10:30 PM,6:00 AM,6,veg,4,2,sometimes,2,morning,No
Apurva Kasniya,19,Male,2nd year,Electrical Engineering,3:00 AM,9:30 AM,5,nonveg,3,3,sometimes,2,night,No
Mohandas Kushalappa,18,Male,1st year,Mechanical Engineering,12:30 AM,10:00 AM,2,nonveg,5,3,sometimes,5,afternoon,No
Saimadhav Jadhav,19,Male,2nd year,Electrical Engineering,11:30 PM,7:30 AM,5,veg,3,2,sometimes,1,night,Yes
Tanu Das,19,Male,3rd year,Biology,10:30 PM,7:00 AM,5,nonveg,3,3,sometimes,3,morning,Yes
Jitendra Aggarwal,19,Female,1st year,English Literature,12:30 AM,7:30 AM,5,no_pref,2,2,never,2,afternoon,No
Yakub Magdum,21,Female,3rd year,English Literature,11:00 PM,8:00 AM,3,nonveg,4,4,sometimes,3,afternoon,Yes
Talin Suresh,20,Male,3rd year,English Literature,11:30 PM,7:00 AM,3,eggetarian,3,5,often,5,afternoon,Yes
Devansh Arora,19,Female,2nd year,Biology,2:00 AM,10:30 AM,4,veg,3,5,sometimes,4,night,Yes
Deepro Jivani,20,Male,3rd year,Computer Science,11:00 PM,9:00 AM,5,veg,4,2,sometimes,1,afternoon,Yes
Rishu Hasnain,20,Female,4th year,Chemistry,12:00 AM,7:30 AM,8,veg,4,4,sometimes,1,afternoon,Yes
Bhushan Alwadhi,20,Male,4th year,Mathematics,10:30 PM,5:30 AM,3,nonveg,3,3,sometimes,4,morning,Yes
Soudeep Hasnain,20,Female,3rd year,Mechanical Engineering,12:30 AM,8:00 AM,6,veg,3,2,never,1,night,No
Kanha Bhatt,20,Female,4th year,Business Administration,10:00 PM,4:30 AM,5,eggetarian,3,4,sometimes,5,morning,Yes
Abhilash Bhadauria,21,Male,4th year,English Literature,1:30 AM,9:30 AM,1,veg,3,2,sometimes,4,night,No
Anshu Chirag,23,Non-binary,4th year,Computer Science,2:00 AM,9:30 AM,2,veg,3,4,often,4,night,Yes
Shubhi Barnawal,18,Female,1st year,Mathematics,1:30 AM,8:30 AM,7,nonveg,1,2,sometimes,1,night,No
Muskan Praveenchand,19,Female,2nd year,English Literature,11:00 PM,6:30 AM,3,veg,2,2,sometimes,4,afternoon,Yes
Eashan Bhukya,22,Male,4th year,Business Administration,12:00 AM,7:30 AM,5,nonveg,3,2,never,2,afternoon,No
Srijan Zope,18,Male,1st year,Mechanical Engineering,12:00 AM,8:00 AM,6,veg,3,2,never,2,night,No
Nishtha Siraj,17,Male,1st year,Chemistry,2:00 AM,9:00 AM,5,veg,2,1,never,1,night,Yes
Tejas Siraj,21,Female,3rd year,Business Administration,10:30 PM,5:30 AM,5,nonveg,2,1,never,1,afternoon,Yes
Chandra Rathour,18,Female,1st year,Mathematics,12:30 AM,10:00 AM,3,nonveg,2,4,sometimes,4,night,Yes
Ayushi Hansdah,20,Female,3rd year,Psychology,2:00 AM,9:00 AM,7,veg,3,2,sometimes,2,night,No
Kalindi Adhaulia,20,Non-binary,3rd year,Mechanical Engineering,12:00 AM,8:00 AM,3,nonveg,3,3,sometimes,4,afternoon,Yes
Sreekanth Baiswar,18,Female,1st year,Business Administration,1:30 AM,10:00 AM,4,veg,3,4,sometimes,4,night,No
Sheesh Mahawar,18,Male,1st year,Psychology,11:30 PM,7:00 AM,2,nonveg,5,3,often,4,afternoon,Yes
Ajeet Gurjar,18,Male,2nd year,Electrical Engineering,10:00 PM,5:30 AM,6,nonveg,2,2,never,2,morning,No
Kushal Giri,18,Male,2nd year,Mathematics,2:00 AM,11:00 AM,6,veg,5,3,sometimes,2,night,No
Vilas Pandey,18,Female,1st year,Chemistry,12:00 AM,7:00 AM,4,nonveg,3,4,sometimes,3,afternoon,Yes
Pratham Manju,19,Female,2nd year,English Literature,2:30 AM,10:00 AM,6,nonveg,4,5,sometimes,3,night,No
Babitarani Mourya,18,Male,2nd year,Computer Science,12:30 AM,7:00 AM,4,vegan,4,4,sometimes,4,night,Yes
Asthana Kasaudhan,20,Male,3rd year,Mathematics,10:30 PM,6:30 AM,4,veg,3,4,sometimes,3,afternoon,Yes
Varna Ranjan,21,Male,4th year,Business Administration,4:00 AM,11:30 AM,5,nonveg,4,3,sometimes,1,night,No
Digvijay Umar,20,Male,3rd year,Electrical Engineering,2:00 AM,11:00 AM,6,nonveg,3,2,never,2,night,No
Karishma Singam,19,Male,2nd year,Business Administration,1:30 AM,8:30 AM,5,nonveg,5,2,never,2,night,No
Ritu Dwivedi,19,Female,2nd year,Mathematics,2:00 AM,10:00 AM,2,nonveg,3,4,often,4,night,Yes
Vidit Upreti,21,Male,4th year,Mechanical Engineering,12:00 AM,7:00 AM,6,vegan,3,2,often,3,afternoon,Yes
Ramsundar Shukla,21,Female,4th year,English Literature,11:00 PM,7:00 AM,3,veg,4,4,often,4,morning,Yes
Saanchi Madala,19,Male,2nd year,Computer Science,12:00 AM,7:30 AM,3,nonveg,2,5,often,3,afternoon,Yes
Muskaan Dixit,19,Female,2nd year,Biology,1:30 AM,9:30 AM,2,nonveg,3,5,often,4,night,Yes
Stuti Singh,19,Male,2nd year,Electrical Engineering,1:30 AM,9:00 AM,3,nonveg,2,3,sometimes,4,night,Yes
Amit Sagar,20,Female,3rd year,Psychology,9:30 PM,5:30 AM,2,nonveg,4,3,sometimes,3,morning,Yes
Anita Dasila,19,Male,2nd year,Chemistry,12:00 AM,8:00 AM,5,nonveg,3,3,sometimes,3,afternoon,Yes
Jami Tekchandani,20,Male,3rd year,Psychology,12:30 AM,10:00 AM,1,nonveg,3,4,often,5,night,Yes
Rupal Bhattacharya,22,Male,4th year,Psychology,1:00 AM,8:00 AM,5,veg,3,2,sometimes,3,night,No
Kandarp Dhinoja,20,Female,4th year,Chemistry,12:30 AM,8:30 AM,4,veg,3,3,sometimes,3,night,Yes
Kashif Mandadi,21,Male,4th year,Electrical Engineering,10:30 PM,5:00 AM,5,nonveg,3,2,sometimes,2,morning,Yes
Arushi Dhamane,21,Male,4th year,Mathematics,1:00 AM,10:00 AM,6,nonveg,2,3,often,3,night,Yes
Nupur Preetham,17,Male,1st year,Psychology,10:00 PM,6:00 AM,4,eggetarian,4,2,sometimes,3,morning,Yes
Ambika Tiwari,19,Male,1st year,Computer Science,2:30 AM,10:30 AM,1,nonveg,5,3,often,4,night,Yes
Ravi Nath,20,Male,3rd year,Mechanical Engineering,10:30 PM,7:30 AM,3,veg,2,4,often,4,morning,Yes
Aisha Agrawal,22,Male,4th year,Mechanical Engineering,2:30 AM,10:00 AM,8,veg,3,1,sometimes,1,night,Yes
Amitesh Pokhriyal,21,Male,4th year,Mathematics,10:30 PM,5:30 AM,7,veg,2,1,never,1,morning,No
Shubhangi Mahankali,18,Female,1st year,Electrical Engineering,11:00 PM,7:30 AM,5,eggetarian,3,4,often,4,night,Yes
Saravanan Bhal,18,Female,1st year,Biology,11:00 PM,7:30 AM,3,nonveg,3,4,sometimes,3,afternoon,No
Shashank Ray,20,Female,3rd year,Biology,3:30 AM,11:00 AM,3,nonveg,4,4,often,4,night,Yes
Chetna Jeykumaran,20,Female,3rd year,Biology,10:30 PM,6:00 AM,6,nonveg,2,3,sometimes,2,morning,No
Jai Mukhopadhyay,20,Female,3rd year,Biology,3:00 AM,10:30 AM,3,nonveg,3,5,often,4,night,Yes
Gurjot Baranwal,18,Male,1st year,Biology,10:00 PM,7:00 AM,4,nonveg,3,3,sometimes,4,morning,Yes
Govindam Tandon,18,Female,2nd year,English Literature,10:00 PM,4:30 AM,7,veg,3,4,never,3,morning,No
Naseer Vikram,18,Male,1st year,Business Administration,3:00 AM,11:30 AM,1,eggetarian,4,4,sometimes,4,night,Yes
Mahi Priyadarshi,18,Female,1st year,Computer Science,11:00 PM,7:00 AM,4,eggetarian,5,5,sometimes,3,morning,No
Jagadeesh Navas,18,Non-binary,1st year,Computer Science,11:30 PM,8:00 AM,3,nonveg,5,4,often,4,afternoon,Yes
Anwar Bhattacharjee,19,Female,2nd year,Psychology,10:30 PM,5:30 AM,2,nonveg,4,3,sometimes,5,morning,Yes
Medha Azhar,19,Male,2nd year,Chemistry,11:30 PM,7:30 AM,3,nonveg,3,4,sometimes,5,afternoon,No
Harshini Baiswar,18,Female,2nd year,Business Administration,2:30 AM,10:30 AM,6,nonveg,3,1,never,2,night,No
Hira Anand,21,Male,3rd year,English Literature,1:00 AM,9:00 AM,1,nonveg,3,4,often,4,night,No
Kaushiki Saraf,20,Female,3rd year,Chemistry,12:00 AM,8:00 AM,3,veg,3,5,often,4,night,Yes
Areeb Alam,19,Male,2nd year,Electrical Engineering,11:00 PM,6:30 AM,7,nonveg,4,1,sometimes,2,morning,Yes
Janhvi Khatri,20,Male,3rd year,Computer Science,2:30 AM,10:00 AM,4,veg,2,4,often,3,night,Yes
Sravani Sonwani,21,Female,4th year,Business Administration,10:00 PM,6:00 AM,5,veg,4,3,never,2,morning,No
Gauri Mathur,19,Non-binary,1st year,Psychology,12:00 AM,8:30 AM,3,nonveg,3,4,sometimes,4,afternoon,Yes
Aanchal Shahi,18,Female,1st year,Mathematics,10:30 PM,5:30 AM,4,nonveg,3,1,never,2,morning,No
Rohan Keshri,19,Non-binary,3rd year,Psychology,11:00 PM,6:00 AM,5,nonveg,3,2,never,1,morning,No
Neeraj Upadhyay,17,Female,1st year,Business Administration,10:00 PM,6:00 AM,7,nonveg,3,1,never,2,morning,Yes
Abhijeet Talwar,21,Male,4th year,Computer Science,10:30 PM,6:30 AM,3,veg,3,2,sometimes,3,morning,Yes
Shalvi Guduri,19,Female,2nd year,English Literature,10:00 PM,6:00 AM,5,veg,3,1,sometimes,3,morning,No
Amrit Keshwani,18,Female,1st year,Biology,11:00 PM,7:00 AM,4,nonveg,4,3,sometimes,3,afternoon,No
Shyamal Mhaske,20,Male,3rd year,Computer Science,10:30 PM,5:30 AM,4,veg,4,4,never,2,morning,No
Aaditya Jagaragallu,18,Male,1st year,Business Administration,1:00 AM,9:00 AM,6,nonveg,2,1,sometimes,3,night,Yes
Akanksha Kamble,21,Male,4th year,English Literature,1:30 AM,9:30 AM,4,veg,3,4,never,4,night,No
Saawani Vishwakarma,20,Male,3rd year,Computer Science,11:30 PM,8:00 AM,5,eggetarian,4,3,never,3,afternoon,No
Abhaysinha Randhawa,22,Male,4th year,Computer Science,11:00 PM,6:30 AM,2,no_pref,3,2,often,4,morning,No
Rajveer Chaubey,20,Non-binary,3rd year,Psychology,9:30 PM,4:30 AM,7,veg,3,2,sometimes,2,morning,No
Himadri Tangirala,19,Female,2nd year,Computer Science,11:30 PM,9:00 AM,6,nonveg,2,4,often,5,afternoon,Yes
Monika Chaurasiya,19,Female,2nd year,Business Administration,11:00 PM,6:30 AM,6,nonveg,3,1,never,2,morning,No
Himanshu Tanu,18,Female,1st year,Mechanical Engineering,12:00 AM,7:30 AM,4,nonveg,4,1,sometimes,3,afternoon,No
Monu Jaiswal,19,Female,2nd year,English Literature,4:00 AM,12:00 PM,2,nonveg,2,3,often,3,night,Yes
Preeti Adhaulia,21,Female,4th year,English Literature,10:00 PM,5:30 AM,3,nonveg,2,3,sometimes,3,morning,Yes
Shamseer Macharla,21,Male,4th year,Computer Science,12:30 AM,8:00 AM,6,veg,4,2,never,2,night,No
Abuzar Waseem,17,Male,1st year,Electrical Engineering,12:30 AM,7:30 AM,4,nonveg,3,4,sometimes,3,afternoon,No
Davneet Parihar,21,Female,4th year,Mathematics,10:30 PM,6:30 AM,2,eggetarian,4,4,often,4,morning,Yes
Amita Jay,22,Male,4th year,Electrical Engineering,1:00 AM,7:30 AM,3,veg,3,5,sometimes,4,night,Yes
Sajmi Azam,20,Male,3rd year,Chemistry,10:30 PM,4:30 AM,5,nonveg,3,3,sometimes,1,afternoon,Yes
Tarique Pundir,19,Female,2nd year,English Literature,12:30 AM,7:30 AM,5,vegan,3,2,never,1,night,No
Sanjay Jha,19,Female,2nd year,Electrical Engineering,2:00 AM,9:30 AM,3,nonveg,3,4,often,4,night,Yes
Iskand Lamba,21,Male,4th year,Mathematics,10:00 PM,5:30 AM,5,nonveg,4,2,never,2,morning,No
Vidya Pareek,21,Male,3rd year,Business Administration,11:30 PM,7:30 AM,5,veg,3,2,often,3,afternoon,Yes
Sivaganesh Chakrabortty,18,Female,1st year,English Literature,10:30 PM,6:00 AM,6,nonveg,4,1,sometimes,2,morning,No
Neelesh Sikarwar,18,Male,1st year,Biology,11:00 PM,6:00 AM,5,veg,2,3,often,3,morning,Yes
Suraj Nanwani,19,Male,2nd year,Biology,2:00 AM,9:30 AM,2,nonveg,3,3,sometimes,3,night,Yes
Soudeep Durgavansh,21,Female,4th year,Psychology,12:00 AM,8:00 AM,4,veg,3,3,often,4,afternoon,Yes
Aatish Singam,19,Female,2nd year,Biology,12:00 AM,8:30 AM,3,veg,2,3,sometimes,3,afternoon,Yes
Mrinal Chouhan,18,Female,1st year,English Literature,11:30 PM,8:30 AM,4,nonveg,3,4,sometimes,3,afternoon,Yes
Mohsin Agrahari,19,Male,2nd year,Electrical Engineering,11:00 PM,6:00 AM,1,nonveg,3,3,often,4,afternoon,Yes
Khalid Taneja,20,Male,3rd year,Business Administration,10:30 PM,5:00 AM,7,nonveg,4,1,never,2,morning,No
Chetna Juneja,21,Female,4th year,Psychology,11:00 PM,7:00 AM,2,veg,3,3,sometimes,5,afternoon,No
Surbhi Jagtap,18,Male,1st year,Electrical Engineering,1:00 AM,8:00 AM,4,nonveg,3,3,sometimes,2,night,Yes
Ifra Jamloki,22,Female,4th year,Biology,10:00 PM,5:00 AM,7,nonveg,3,2,sometimes,2,morning,No
Mairaz Saluja,20,Male,3rd year,Computer Science,11:30 PM,6:30 AM,2,nonveg,3,2,never,1,night,No
Kasniya Shahid,20,Female,3rd year,Business Administration,9:30 PM,6:00 AM,4,nonveg,3,1,often,1,morning,Yes
Mansi Bhattacharya,19,Female,2nd year,English Literature,11:00 PM,8:30 AM,4,veg,4,1,never,1,morning,No
Deepanshu Sundar,20,Male,4th year,Computer Science,12:00 AM,9:00 AM,3,veg,4,3,often,5,afternoon,No
Ram Agrawal,20,Female,3rd year,Psychology,10:00 PM,5:30 AM,2,nonveg,2,4,often,4,morning,Yes
Shreyasi Tanu,20,Male,3rd year,Computer Science,1:00 AM,8:30 AM,6,veg,3,3,never,1,night,No
Nargis Meharda,20,Male,3rd year,Business Administration,2:30 AM,9:30 AM,3,veg,3,4,never,4,night,No
Vibhanshu Suchi,19,Male,2nd year,Mathematics,2:00 AM,10:30 AM,4,veg,3,3,sometimes,3,night,Yes
Prashasti Manchanda,19,Male,2nd year,Mechanical Engineering,1:00 AM,9:30 AM,5,nonveg,4,2,sometimes,2,night,Yes
Alim Subbapati,18,Female,1st year,Biology,3:00 AM,9:30 AM,5,nonveg,4,2,never,1,night,No
Soumitra Patel,17,Male,1st year,Business Administration,11:30 PM,6:30 AM,8,nonveg,3,2,sometimes,1,afternoon,No
Rajendra Bhatnagar,21,Male,4th year,Mechanical Engineering,2:30 AM,8:30 AM,5,nonveg,1,2,sometimes,2,night,No
Yashika Tibrewal,18,Non-binary,1st year,Mechanical Engineering,10:00 PM,5:30 AM,6,nonveg,5,3,never,2,morning,No
Som Manchikanti,18,Male,1st year,Mechanical Engineering,11:00 PM,7:00 AM,5,veg,4,2,sometimes,3,afternoon,No
Sekhar Tewary,20,Female,3rd year,Computer Science,11:30 PM,7:30 AM,4,no_pref,2,2,never,3,afternoon,No
Ajeet Theratipally,18,Female,2nd year,Biology,11:30 PM,7:00 AM,4,veg,4,3,sometimes,3,afternoon,No
Anupriya Varghese,19,Male,2nd year,Business Administration,11:00 PM,5:30 AM,6,vegan,3,2,never,2,morning,No
Suprabha Shingh,18,Female,1st year,Mathematics,10:30 PM,5:00 AM,3,nonveg,3,2,sometimes,3,afternoon,No
Aparna Heblikar,18,Female,2nd year,Psychology,12:00 AM,8:30 AM,4,veg,3,5,sometimes,4,afternoon,Yes
Ronit Shukla,21,Male,4th year,Psychology,1:30 AM,9:30 AM,3,veg,4,3,often,5,night,Yes
Rashmi Garud,19,Male,2nd year,Business Administration,2:00 AM,10:30 AM,2,nonveg,2,4,sometimes,5,night,Yes
Sourabh Yadav,20,Male,2nd year,Business Administration,11:00 PM,7:30 AM,5,nonveg,3,1,never,2,morning,No
Sandeep Bhattacharjee,18,Female,1st year,Business Administration,12:00 AM,7:30 AM,3,veg,2,3,often,3,night,Yes
Varenyam Tekchandani,19,Female,1st year,English Literature,3:00 AM,10:30 AM,4,veg,2,4,never,3,night,No
Angad Jodha,19,Male,2nd year,English Literature,11:00 PM,6:30 AM,4,veg,2,4,often,4,morning,Yes
Samriddhi Rajendra,19,Male,2nd year,Electrical Engineering,1:30 AM,9:30 AM,6,nonveg,5,1,never,1,night,No
Mitika Bharadwaj,21,Male,4th year,Mechanical Engineering,1:00 AM,7:00 AM,7,no_pref,1,2,sometimes,2,night,No
Danish Chavan,18,Female,2nd year,English Literature,11:30 PM,7:30 AM,7,nonveg,4,2,never,2,night,No
Pakhi Dikshit,21,Non-binary,4th year,Business Administration,11:00 PM,6:30 AM,4,veg,3,3,often,2,morning,Yes
Naveen Ali,21,Female,4th year,Electrical Engineering,12:30 AM,8:00 AM,2,veg,4,5,sometimes,4,afternoon,Yes
Prajjwal Nischal,21,Female,4th year,Business Administration,10:30 PM,4:00 AM,4,nonveg,4,1,never,2,morning,No
Ram Ansari,20,Female,3rd year,Mechanical Engineering,11:30 PM,7:00 AM,3,nonveg,3,5,often,4,morning,Yes
Abuzar Tejaswini,20,Male,3rd year,Biology,1:00 AM,9:00 AM,6,veg,2,1,never,2,night,No
Apurv Bhalla,20,Female,3rd year,Business Administration,9:30 PM,6:30 AM,3,veg,4,3,often,4,morning,Yes
Anuj Rana,21,Male,4th year,Electrical Engineering,11:00 PM,7:00 AM,6,veg,2,1,never,2,morning,No
Desh Rajak,20,Female,3rd year,English Literature,1:30 AM,7:30 AM,2,no_pref,3,4,sometimes,5,night,No
Mini Sekhar,17,Male,1st year,Chemistry,11:30 PM,7:00 AM,3,nonveg,2,4,sometimes,4,afternoon,Yes
Ragini Deo,18,Female,1st year,Mathematics,11:00 PM,6:30 AM,2,veg,3,3,sometimes,4,afternoon,Yes
Alok Sankary,19,Male,2nd year,Electrical Engineering,2:00 AM,10:00 AM,4,nonveg,4,3,sometimes,3,night,No
Akansha Pravesh,21,Female,4th year,Mathematics,1:30 AM,9:00 AM,3,nonveg,2,4,sometimes,4,night,Yes
Venkata Vaishnavi,20,Female,3rd year,Biology,2:00 AM,9:30 AM,2,veg,2,4,sometimes,4,night,Yes
Madhukar Narayan,20,Female,3rd year,Biology,10:30 PM,6:00 AM,6,nonveg,3,3,sometimes,1,morning,No
Nahid Bhat,18,Female,1st year,English Literature,11:30 PM,8:30 AM,4,nonveg,2,3,sometimes,3,afternoon,No
Ruchi Meena,18,Male,1st year,Electrical Engineering,1:30 AM,8:30 AM,4,nonveg,4,2,never,1,night,No
Rupanjali Tibrewal,21,Female,4th year,Psychology,12:30 AM,8:30 AM,3,veg,5,4,sometimes,5,afternoon,Yes
Nisha Machhan,19,Female,2nd year,Biology,3:00 AM,10:00 AM,2,veg,4,4,often,4,night,Yes
Brajesh Wagh,20,Male,3rd year,Electrical Engineering,10:30 PM,6:00 AM,5,nonveg,4,1,sometimes,1,morning,Yes
Mayukh Ojha,18,Female,1st year,Business Administration,1:00 AM,8:00 AM,5,veg,4,3,sometimes,3,afternoon,No
Meenal Tewari,18,Male,1st year,Mechanical Engineering,10:30 PM,4:30 AM,3,eggetarian,3,4,never,5,morning,No
Saket Shaji,20,Female,3rd year,English Literature,10:30 PM,6:00 AM,4,nonveg,4,3,sometimes,1,morning,Yes
Manaswini Paul,19,Female,2nd year,Electrical Engineering,11:30 PM,6:00 AM,3,veg,4,4,never,3,afternoon,No
Kushan Yaddanapudi,18,Male,1st year,Mathematics,12:30 AM,9:00 AM,2,veg,4,5,often,4,night,Yes
Debanjana Mahajan,20,Female,3rd year,Psychology,12:00 AM,7:30 AM,7,veg,4,2,never,2,afternoon,Yes
Gauri Pundir,20,Male,3rd year,Biology,3:00 AM,12:00 PM,6,veg,4,1,never,1,night,No
Sarath Pathak,21,Non-binary,4th year,Biology,2:30 AM,10:00 AM,6,nonveg,2,3,sometimes,2,night,No
Wasfia Motwani,19,Male,2nd year,Business Administration,1:00 AM,9:00 AM,4,nonveg,2,4,sometimes,4,afternoon,No
Sangeeta Maheshwari,21,Female,4th year,Psychology,11:00 PM,5:30 AM,1,eggetarian,3,3,often,4,afternoon,Yes
