name,study_hours_per_day,cleanliness,noise_tolerance,introvert_extrovert,year,guest_freq,gender_Female,gender_Male,gender_Non-binary,diet_eggetarian,diet_no_pref,diet_nonveg,diet_veg,diet_vegan,study_time_afternoon,study_time_morning,study_time_night,sleep_sin,sleep_cos
Abhilash Bhadauria,0.0,1.0,0.375,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Anshu Chirag,0.1111,1.0,1.125,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Shubhi Barnawal,0.6667,0.0,0.375,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Muskan Praveenchand,0.2222,0.5,0.375,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Eashan Bhukya,0.4444,1.0,0.375,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Srijan Zope,0.5556,1.0,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Nishtha Siraj,0.4444,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Tejas Siraj,0.4444,0.5,0.0,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Chandra Rathour,0.2222,0.5,1.125,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Ayushi Hansdah,0.6667,1.0,0.375,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Kalindi Adhaulia,0.2222,1.0,0.75,0.75,0.6667,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Sreekanth Baiswar,0.3333,1.0,1.125,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Sheesh Mahawar,0.1111,2.0,0.75,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ajeet Gurjar,0.5556,0.5,0.375,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Kushal Giri,0.5556,2.0,0.75,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Vilas Pandey,0.3333,1.0,1.125,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Pratham Manju,0.5556,1.5,1.5,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Babitarani Mourya,0.3333,1.5,1.125,0.75,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.2349,1.7846
Asthana Kasaudhan,0.3333,1.0,1.125,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Varna Ranjan,0.4444,1.5,0.75,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.5588,0.9
Digvijay Umar,0.5556,1.0,0.375,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Karishma Singam,0.4444,2.0,0.375,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Ritu Dwivedi,0.1111,1.0,1.125,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Vidit Upreti,0.5556,1.0,0.375,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,1.8
Ramsundar Shukla,0.2222,1.5,1.125,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Saanchi Madala,0.2222,0.5,1.5,0.5,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Muskaan Dixit,0.1111,1.0,1.5,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Stuti Singh,0.2222,0.5,0.75,0.75,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Amit Sagar,0.1111,1.5,0.75,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Anita Dasila,0.4444,1.0,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Jami Tekchandani,0.0,1.0,1.125,1.0,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Rupal Bhattacharya,0.4444,1.0,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Kandarp Dhinoja,0.3333,1.0,0.75,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Kashif Mandadi,0.4444,1.0,0.375,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Arushi Dhamane,0.5556,0.5,0.75,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Nupur Preetham,0.3333,1.5,0.375,0.5,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Ambika Tiwari,0.0,2.0,0.75,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Ravi Nath,0.2222,0.5,1.125,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Aisha Agrawal,0.7778,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Amitesh Pokhriyal,0.6667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Shubhangi Mahankali,0.4444,1.0,1.125,0.75,0.0,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4659,1.7387
Saravanan Bhal,0.2222,1.0,1.125,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Shashank Ray,0.2222,1.5,1.125,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.428,1.0958
Chetna Jeykumaran,0.5556,0.5,0.75,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Jai Mukhopadhyay,0.2222,1.0,1.5,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Gurjot Baranwal,0.3333,1.0,0.75,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Govindam Tandon,0.6667,1.0,1.125,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Naseer Vikram,0.0,1.5,1.125,0.75,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Mahi Priyadarshi,0.3333,2.0,1.5,0.5,0.0,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Jagadeesh Navas,0.2222,2.0,1.125,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Anwar Bhattacharjee,0.1111,1.5,0.75,1.0,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Medha Azhar,0.2222,1.0,1.125,1.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Harshini Baiswar,0.5556,1.0,0.0,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Hira Anand,0.0,1.0,1.125,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Kaushiki Saraf,0.2222,1.0,1.5,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Areeb Alam,0.6667,1.5,0.0,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Janhvi Khatri,0.3333,0.5,1.125,0.5,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Sravani Sonwani,0.4444,1.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Gauri Mathur,0.2222,1.0,1.125,0.75,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Aanchal Shahi,0.3333,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Rohan Keshri,0.4444,1.0,0.375,0.0,0.6667,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Neeraj Upadhyay,0.6667,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Abhijeet Talwar,0.2222,1.0,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Shalvi Guduri,0.4444,1.0,0.0,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Amrit Keshwani,0.3333,1.5,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Shyamal Mhaske,0.3333,1.5,1.125,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Aaditya Jagaragallu,0.5556,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Akanksha Kamble,0.3333,1.0,1.125,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Saawani Vishwakarma,0.4444,1.5,0.75,0.5,0.6667,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Abhaysinha Randhawa,0.1111,1.0,0.375,0.75,1.0,1.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Rajveer Chaubey,0.6667,1.0,0.375,0.25,0.6667,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Himadri Tangirala,0.5556,0.5,1.125,1.0,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Monika Chaurasiya,0.5556,1.0,0.0,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Himanshu Tanu,0.3333,1.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Monu Jaiswal,0.1111,0.5,0.75,0.5,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.5588,0.9
Preeti Adhaulia,0.2222,0.5,0.75,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Shamseer Macharla,0.5556,1.5,0.375,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Abuzar Waseem,0.3333,1.0,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Davneet Parihar,0.1111,1.5,1.125,0.75,1.0,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Amita Jay,0.2222,1.0,1.5,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Sajmi Azam,0.4444,1.0,0.75,0.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Tarique Pundir,0.4444,1.0,0.375,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.2349,1.7846
Sanjay Jha,0.2222,1.0,1.125,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Iskand Lamba,0.4444,1.5,0.375,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Vidya Pareek,0.4444,1.0,0.375,0.5,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Sivaganesh Chakrabortty,0.5556,1.5,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Neelesh Sikarwar,0.4444,0.5,0.75,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Suraj Nanwani,0.1111,1.0,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Soudeep Durgavansh,0.3333,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Aatish Singam,0.2222,0.5,0.75,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Mrinal Chouhan,0.3333,1.0,1.125,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Mohsin Agrahari,0.0,1.0,0.75,0.75,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Khalid Taneja,0.6667,1.5,0.0,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Chetna Juneja,0.1111,1.0,0.75,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Surbhi Jagtap,0.3333,1.0,0.75,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Ifra Jamloki,0.6667,1.0,0.375,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Mairaz Saluja,0.1111,1.0,0.375,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.2349,1.7846
Kasniya Shahid,0.3333,1.0,0.0,0.0,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Mansi Bhattacharya,0.3333,1.5,0.0,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Deepanshu Sundar,0.2222,1.5,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Ram Agrawal,0.1111,0.5,1.125,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Shreyasi Tanu,0.5556,1.0,0.75,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Nargis Meharda,0.2222,1.0,1.125,0.75,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Vibhanshu Suchi,0.3333,1.0,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Prashasti Manchanda,0.4444,1.5,0.375,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Alim Subbapati,0.4444,1.5,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Soumitra Patel,0.7778,1.0,0.375,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Rajendra Bhatnagar,0.4444,0.0,0.375,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Yashika Tibrewal,0.5556,2.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Som Manchikanti,0.4444,1.5,0.375,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Sekhar Tewary,0.3333,0.5,0.375,0.5,0.6667,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ajeet Theratipally,0.3333,1.5,0.75,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Anupriya Varghese,0.5556,1.0,0.375,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,-0.4659,1.7387
Suprabha Shingh,0.2222,1.0,0.375,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Aparna Heblikar,0.3333,1.0,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Ronit Shukla,0.2222,1.5,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Rashmi Garud,0.1111,0.5,1.125,1.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Sourabh Yadav,0.4444,1.0,0.0,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Sandeep Bhattacharjee,0.2222,0.5,0.75,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Varenyam Tekchandani,0.3333,0.5,1.125,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Angad Jodha,0.3333,0.5,1.125,0.75,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Samriddhi Rajendra,0.5556,2.0,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Mitika Bharadwaj,0.6667,0.0,0.375,0.25,1.0,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Danish Chavan,0.6667,1.5,0.375,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.2349,1.7846
Pakhi Dikshit,0.3333,1.0,0.75,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Naveen Ali,0.1111,1.5,1.5,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.2349,1.7846
Prajjwal Nischal,0.3333,1.5,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Ram Ansari,0.2222,1.0,1.5,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Abuzar Tejaswini,0.5556,0.5,0.0,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Apurv Bhalla,0.2222,1.5,0.75,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Anuj Rana,0.5556,0.5,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Desh Rajak,0.1111,1.0,1.125,1.0,0.6667,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Mini Sekhar,0.2222,0.5,1.125,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ragini Deo,0.1111,1.0,0.75,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Alok Sankary,0.3333,1.5,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Akansha Pravesh,0.2222,0.5,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Venkata Vaishnavi,0.1111,0.5,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Madhukar Narayan,0.5556,1.0,0.75,0.0,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Nahid Bhat,0.3333,0.5,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ruchi Meena,0.3333,1.5,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Rupanjali Tibrewal,0.2222,2.0,1.125,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.2349,1.7846
Nisha Machhan,0.1111,1.5,1.125,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Brajesh Wagh,0.4444,1.5,0.0,0.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Mayukh Ojha,0.4444,1.5,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.4659,1.7387
Meenal Tewari,0.2222,1.0,1.125,1.0,0.0,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Saket Shaji,0.3333,1.5,0.75,0.0,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Manaswini Paul,0.2222,1.5,1.125,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Kushan Yaddanapudi,0.1111,1.5,1.5,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Debanjana Mahajan,0.6667,1.5,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Gauri Pundir,0.5556,1.5,0.0,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Sarath Pathak,0.5556,0.5,0.75,0.25,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Wasfia Motwani,0.3333,0.5,1.125,0.75,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.4659,1.7387
Sangeeta Maheshwari,0.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Ram Lalchandani,0.2222,0.5,1.125,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Shrishti Mukherjee,0.3333,0.5,1.125,0.75,0.3333,1.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
